CardType,TransactionAmount,TransactionTime,TransactionLocation,TransactionType
2,109.630983036914,8/25/2019,0,0
1,112.092722835126,2/1/2021,0,0
3,103.629317347865,3/13/2022,0,0
2,98.2808274245485,3/9/2023,0,0
1,115.374178402131,2/28/2019,1,0
3,93.174748674202,3/14/2022,0,0
3,97.8880851173754,8/21/2019,0,0
1,97.0447179440998,5/31/2018,0,0
0,117.806527923919,7/23/2022,1,0
3,117.699682992168,6/4/2021,0,0
3,146.354341137666,1/19/2018,0,0
2,98.8310173413855,12/13/2020,0,0
0,83.8730825817237,3/13/2020,0,0
3,97.1515458155798,1/8/2021,0,0
2,107.276235118078,4/16/2021,0,0
1,103.485420646634,1/17/2022,0,0
2,99.4734258812896,10/6/2020,0,0
1,106.816272794803,5/21/2018,0,0
1,66.3749260942996,2/6/2021,0,0
3,95.6160244334704,11/28/2022,0,0
2,111.852630975647,11/29/2018,0,0
1,87.5465364352601,7/13/2018,0,0
3,100.2598546267,9/28/2020,1,0
3,86.0939831871514,6/5/2020,0,0
0,107.902507470971,3/6/2019,0,0
3,104.166944902541,5/13/2022,0,0
2,122.645821512224,4/10/2022,0,0
3,92.6829880979207,12/15/2020,0,0
0,79.6843050200868,8/22/2020,0,0
1,129.756856822529,7/14/2020,0,0
1,153.839169587732,7/16/2021,0,0
1,122.534668830147,4/8/2020,1,0
0,86.2192427612214,9/29/2021,0,0
1,82.3210901912274,6/27/2021,0,0
0,100.224059647941,7/8/2022,0,0
0,94.5407470462645,4/15/2019,0,0
2,102.456930293001,5/17/2020,0,0
2,85.54548999899,12/3/2018,0,0
0,87.6682056995684,4/1/2023,1,0
0,127.097322869862,9/14/2021,0,0
0,106.156381418833,1/9/2022,0,0
0,88.0563282403576,8/9/2019,0,0
0,139.133859905172,3/17/2021,0,0
0,110.555076982282,8/14/2018,1,0
1,94.0532795789705,3/30/2020,0,0
0,93.6836102463486,6/13/2019,0,0
1,78.3588180647215,4/5/2022,0,0
0,77.381553013151,12/16/2022,1,0
2,89.0645430472529,10/4/2021,1,0
2,97.9580794248284,9/9/2022,0,0
3,109.981298943328,9/6/2018,0,0
3,88.1559919782033,2/9/2020,1,0
2,131.338466575693,11/9/2018,0,0
2,129.532822954818,8/27/2019,0,0
0,66.1453957148207,2/7/2023,0,0
3,115.707873345396,10/17/2019,0,0
1,113.272558337616,5/10/2021,0,0
3,135.478028783466,8/3/2018,1,0
0,108.405815578565,11/3/2022,0,0
1,86.936484765558,7/22/2022,1,0
0,101.797770989832,12/10/2018,0,0
1,107.565502541109,9/26/2019,0,0
0,125.225105756623,5/29/2021,0,0
3,105.077991761388,6/6/2022,1,0
1,79.6719392487339,2/28/2019,0,0
3,110.802118121867,10/29/2022,0,0
1,94.9311120475705,1/5/2023,0,0
0,115.037917918313,9/9/2018,0,0
2,78.4250781946185,12/17/2022,0,0
3,75.1694891200573,9/19/2018,1,0
1,73.3023078919235,6/14/2022,0,0
1,135.260281319707,2/23/2022,1,0
2,90.1533389219024,4/10/2020,0,0
2,72.4383220285822,3/6/2019,0,0
3,86.2761905621483,5/1/2022,0,0
0,139.616294168506,11/20/2022,0,0
3,122.105203438451,3/19/2023,0,0
2,62.0478759912972,3/24/2022,0,0
3,121.893136786817,11/14/2020,0,0
2,103.717886947752,8/13/2021,0,0
0,112.163109406962,1/9/2022,0,0
3,108.432051089118,8/22/2021,0,0
2,116.518995930104,11/17/2018,0,0
3,114.543212370488,2/5/2021,0,0
2,102.681107085734,7/15/2020,0,0
0,85.1089929137365,12/5/2020,0,0
2,92.9273376828102,6/14/2021,0,0
3,93.531727696025,2/7/2021,0,0
2,97.6466652110355,6/8/2022,0,0
1,61.4822240850356,9/11/2021,0,0
3,43.4301083451706,2/8/2020,0,0
1,103.925471468982,9/7/2022,0,0
3,87.7019245505304,4/30/2018,0,0
1,109.073297126007,12/22/2019,0,0
1,48.896066756334,11/12/2021,0,0
2,86.9218165485885,12/16/2019,1,0
1,129.570533678019,1/14/2023,1,0
3,93.815728956369,5/19/2019,0,0
3,101.767978426347,1/23/2019,0,0
3,91.7805345037123,3/26/2021,1,0
2,51.1560819191363,8/23/2022,0,0
1,104.582850006341,3/12/2018,1,0
0,114.153376501749,8/12/2021,0,0
1,128.17164980064,4/3/2020,1,0
3,75.6376081689836,11/26/2018,1,0
2,69.8443496249164,9/14/2018,1,0
2,74.1127792091835,11/20/2020,0,0
0,127.246957590216,10/9/2019,0,0
1,131.303356348473,4/23/2018,0,0
0,109.678664755013,2/25/2022,1,0
2,76.2894893308467,12/14/2022,0,0
2,72.7197526419905,7/8/2020,0,0
0,89.5440569744272,9/28/2021,0,0
0,97.7631950197426,3/31/2019,0,0
2,94.7208435209234,8/19/2022,0,0
2,95.1422406423114,8/16/2018,0,0
2,112.256337511758,5/1/2022,0,0
1,95.9353242912277,8/15/2019,0,0
1,100.20521484017,4/10/2019,1,0
1,127.811676322056,10/20/2019,0,0
3,83.6101058296373,11/26/2018,0,0
1,129.634557446538,7/8/2021,0,0
2,76.9621056127123,6/27/2019,0,0
2,51.4638620850797,12/14/2019,0,0
2,74.5204465627438,8/20/2019,0,0
0,108.910499665701,11/6/2018,0,0
1,87.5977051080956,2/9/2020,0,0
1,70.670938565399,11/15/2022,0,0
3,128.453994258976,12/19/2020,0,0
1,104.600899869179,1/19/2018,0,0
1,76.8123175962601,3/27/2018,1,0
0,130.209643621544,2/20/2020,0,0
2,64.0587003106756,10/5/2021,0,0
2,102.873976371683,5/5/2021,0,0
2,93.8931888250491,9/5/2019,1,0
3,59.810785034336,6/19/2019,1,0
1,75.8276184108746,10/19/2018,0,0
1,88.084774935692,7/27/2018,0,0
2,133.058577015608,12/10/2021,1,0
2,138.365683744818,7/16/2022,1,0
2,94.08326467275,2/27/2019,1,0
3,133.974060875358,1/1/2022,0,0
1,52.5673565140736,2/4/2019,0,0
0,95.9027517016704,6/10/2019,0,0
1,92.506482965102,6/22/2022,0,0
3,123.252248694995,8/11/2018,1,0
1,92.869590830827,4/12/2019,0,0
3,106.846003515737,10/5/2021,1,0
1,84.7052473353695,12/7/2019,0,0
1,117.031714360397,10/16/2022,0,0
1,121.537309301566,3/3/2020,0,0
0,92.8568450822861,9/6/2020,0,0
3,104.992466440577,3/31/2021,1,0
1,104.085580360245,6/2/2020,0,0
1,95.6625017821799,4/6/2019,0,0
1,94.7281548187125,11/27/2020,0,0
1,112.551189661011,7/19/2020,1,0
2,81.2948621004876,7/16/2020,0,0
2,104.244145110999,12/7/2022,0,0
0,84.3758323017874,1/20/2022,0,0
1,55.1936953830207,4/7/2021,1,0
2,120.505416926244,1/9/2018,0,0
1,78.542722429406,6/1/2019,0,0
2,122.438915710242,10/27/2022,0,0
0,115.305835656302,10/16/2018,0,0
2,72.2194797411773,7/19/2022,0,0
3,57.9728361080386,11/23/2021,0,0
2,90.0402773327348,12/27/2021,0,0
3,99.0912127034003,12/16/2020,0,0
2,130.718899272194,1/28/2018,0,0
0,105.480446312772,4/29/2021,0,0
3,107.142305763771,5/8/2021,0,0
1,93.2812263481702,8/28/2018,1,0
0,109.118202595367,9/27/2021,1,0
0,110.942921716911,3/4/2020,1,0
3,122.483542003836,9/21/2019,0,0
2,115.353953430548,2/7/2022,0,0
2,115.805705562162,3/5/2023,0,0
3,93.843600869211,9/21/2019,0,0
1,71.0619534480985,12/6/2021,0,0
2,109.231642820448,12/12/2019,1,0
1,119.097503946537,1/31/2022,0,0
2,107.9680318432,4/23/2020,0,0
0,97.9031766744637,10/24/2018,0,0
0,75.7204004977434,4/17/2019,1,0
2,107.540025167896,1/16/2022,0,0
1,86.3306495859975,10/11/2022,0,0
1,80.4361583767209,3/10/2022,0,0
0,95.7816257534029,1/8/2019,0,0
3,107.385318332601,9/10/2019,0,0
3,64.8141692849344,6/11/2021,0,0
1,78.3887944628755,8/13/2019,0,0
2,90.9638638547808,6/2/2020,0,0
3,71.4083330302147,1/21/2019,0,0
2,96.1954203880195,8/31/2021,0,0
0,82.5228933876575,1/7/2019,0,0
0,114.223199078625,4/21/2020,0,0
3,84.3377184123814,7/29/2018,0,0
1,114.839178219873,12/10/2020,0,0
2,102.386496182659,4/28/2021,1,0
3,92.7522821351007,5/25/2021,0,0
1,116.239658868533,8/14/2018,0,0
0,96.022246082041,7/18/2022,0,0
3,106.079073913428,6/8/2020,0,0
0,116.708531582956,1/19/2021,0,0
2,100.311364810592,7/31/2020,0,0
1,115.65258631724,11/17/2018,1,0
0,100.844123463694,5/11/2020,0,0
1,71.8815691274287,2/23/2020,0,0
3,152.344354077271,7/6/2018,0,0
3,80.7107500579101,8/28/2021,0,0
2,96.800022260033,12/2/2022,0,0
1,93.2242066131004,10/27/2018,0,0
0,114.364830583761,9/26/2018,0,0
3,120.814502911633,3/19/2022,0,0
3,85.1442876959285,6/11/2021,0,0
3,96.1026818425575,5/23/2021,0,0
0,95.2458056812794,7/27/2022,0,0
0,100.697557504982,1/11/2020,0,0
1,101.053231109099,12/11/2020,0,0
0,100.685465207838,6/15/2018,0,0
1,88.8849864605084,12/13/2018,0,0
2,117.039020038872,9/7/2022,0,0
0,94.8702714576578,6/5/2021,0,0
2,92.1056173691741,10/24/2019,0,0
0,98.2232746314441,4/30/2018,0,0
0,89.0192555138139,1/29/2021,0,0
1,102.513338715721,12/18/2021,1,0
0,110.028160748846,5/15/2018,0,0
0,112.555899466106,12/18/2019,0,0
0,73.3090261090614,2/3/2019,1,0
0,128.58785089306,9/8/2021,1,0
0,67.3032317347519,8/6/2020,0,0
2,106.601043122567,6/17/2022,0,0
1,86.7281863650658,1/21/2022,0,0
3,109.70293010464,7/12/2022,0,0
0,78.3438095384217,4/17/2022,0,0
3,109.949700886416,4/26/2019,0,0
1,93.8758260946434,10/1/2020,0,0
0,107.433988023939,3/9/2018,0,0
1,88.3836227300741,6/11/2022,0,0
1,133.065274438727,2/3/2018,0,0
1,67.2272779004339,1/25/2019,1,0
1,103.876258719262,3/12/2018,1,0
1,113.269975482865,9/15/2021,0,0
3,93.3264151386671,6/4/2020,0,0
1,59.8333180864374,10/20/2018,0,0
2,100.40247152289,3/29/2022,0,0
1,95.742397942967,6/16/2022,1,0
0,75.4283268640173,1/22/2021,0,0
2,132.114949470919,12/26/2021,0,0
0,104.866721827724,1/2/2021,0,0
2,95.2633799088095,1/13/2020,0,0
0,82.9712422095322,10/15/2021,0,0
3,95.9182012653333,2/27/2022,0,0
1,103.538578045481,8/31/2020,0,0
1,117.815151538309,5/2/2018,0,0
3,94.9691194271898,8/19/2018,0,0
3,83.6534171098479,4/21/2018,0,0
2,102.600177112136,12/20/2018,0,0
1,81.8464145026991,6/24/2020,0,0
1,97.2913838224782,6/23/2022,0,0
0,118.890007199999,7/28/2021,0,0
1,83.8128429734315,8/25/2021,0,0
2,109.198199951632,5/4/2022,0,0
2,108.924137740762,12/1/2020,1,0
3,108.34987560081,10/4/2021,0,0
3,92.304763128547,2/16/2020,1,0
0,122.43518856356,12/25/2021,0,0
2,130.810062400119,3/28/2019,1,0
3,130.979121624453,2/12/2019,0,0
0,93.0228235514477,9/10/2022,0,0
2,130.050078089261,12/21/2021,0,0
3,89.4554335303724,1/27/2020,0,0
1,84.0353388836529,11/25/2021,0,0
2,105.329043096655,10/22/2022,0,0
1,124.949577989637,1/1/2020,1,0
3,108.467259552767,1/31/2021,0,0
2,105.683436950829,4/28/2023,1,0
2,131.795198633267,8/23/2019,1,0
1,100.166844469647,11/24/2020,0,0
2,68.0373256573183,4/7/2020,0,0
2,101.051945331898,9/6/2018,1,1
2,99.8697993252952,3/4/2023,0,0
1,91.3651958440646,8/11/2022,0,0
3,136.984606828833,7/6/2022,0,0
3,97.2179390785348,1/24/2019,0,0
0,83.3712351563352,5/11/2019,1,0
0,102.939710837842,4/26/2018,1,0
3,116.294305767656,12/3/2019,0,0
1,115.329184946532,9/30/2020,0,0
2,73.0077978117824,1/14/2020,0,0
0,130.126608002246,1/15/2022,0,0
3,99.7906093623391,3/2/2018,0,0
3,128.729138861114,8/27/2021,0,0
1,99.8637215882881,6/12/2018,0,0
2,119.243762430257,4/19/2018,0,0
0,101.745709835554,11/12/2019,0,0
1,98.3676569579369,10/9/2020,0,0
3,123.3864609399,6/18/2020,0,0
2,77.525836708087,1/1/2021,0,0
2,90.4808524933065,2/5/2022,0,0
2,83.6110641081459,3/22/2023,0,0
1,67.7217387820227,4/22/2021,0,0
1,114.117117405766,10/24/2022,0,0
3,121.076094979797,3/9/2022,1,0
2,86.2134940573818,3/2/2018,1,0
2,48.7499979971665,10/1/2018,0,0
2,85.1049126768887,8/5/2018,0,0
3,91.8754510025394,10/27/2018,0,0
3,80.5172958790416,9/3/2022,1,0
3,75.2232386688521,4/18/2019,1,0
2,68.1521670353792,12/21/2022,1,0
0,96.009492923911,1/7/2020,1,0
0,103.014064405896,2/1/2018,0,0
1,108.559059842131,10/20/2022,0,0
0,106.84718979545,11/3/2018,0,0
1,88.7255372921255,10/25/2018,1,0
1,97.7077992272696,10/23/2019,0,0
2,116.267856419358,3/8/2022,0,0
1,75.6064428031121,9/8/2019,0,0
0,66.2409247767001,7/1/2018,1,0
1,113.872779952866,4/8/2019,0,0
1,94.2767633137794,1/28/2022,0,0
2,57.7000541054348,8/27/2019,0,0
1,56.8738532151731,7/23/2018,1,0
2,94.0489119705535,7/11/2019,0,0
0,103.63138018282,10/31/2021,0,0
1,64.5535236946478,5/17/2018,0,0
1,112.808384814558,10/9/2020,1,0
3,100.833289692513,1/7/2019,0,0
2,120.672502610703,12/18/2018,0,0
3,78.5758240047551,6/27/2020,0,0
2,94.9123048801111,5/27/2018,0,0
3,111.564297580014,11/29/2021,0,0
1,118.309692450655,3/23/2021,0,0
0,102.581647518499,5/13/2021,0,0
2,73.6696707609661,1/24/2022,0,0
2,109.901557450105,7/4/2020,0,0
0,102.597780280278,8/12/2018,1,0
0,115.747074639447,7/9/2021,0,0
2,117.668981207806,12/13/2019,1,0
2,120.911329421396,3/28/2023,0,0
3,108.374003869559,3/30/2020,1,0
3,99.8079419239051,7/12/2018,0,0
3,95.5463433241101,2/11/2021,0,0
2,134.871483516625,10/13/2018,0,0
1,84.1775117820582,5/26/2020,0,0
0,161.588269230232,2/25/2023,1,0
1,90.2296685639325,9/24/2022,0,0
1,87.6444878672026,11/25/2020,0,0
2,65.8296359825453,4/13/2018,0,0
3,82.2055393134715,9/28/2019,1,0
3,117.868581256835,3/26/2019,1,0
0,79.8308952581021,1/9/2023,1,0
2,75.1022081501878,12/17/2019,0,0
1,85.1718556874901,5/19/2019,0,0
1,104.358446188459,5/18/2019,1,0
3,75.8652826517561,6/10/2018,1,0
3,113.780841596818,6/20/2022,0,0
1,71.4170330234568,10/27/2019,0,0
3,125.463471754583,4/25/2020,0,0
3,119.921681112184,9/28/2021,1,0
2,94.1887035360046,3/31/2019,0,0
3,91.8045654401764,5/16/2021,0,0
1,61.0569310212157,2/1/2022,0,0
0,129.311339884501,10/20/2018,0,0
0,118.036965179652,2/14/2023,1,0
2,129.631788570964,10/2/2020,1,0
2,77.1874713132442,7/7/2020,0,0
1,91.1267052058659,12/2/2019,0,0
2,71.5346186679762,3/13/2019,1,0
2,74.2660049238292,7/7/2018,0,0
0,94.9377476381323,11/5/2020,0,0
2,121.941450910676,4/11/2023,0,0
3,95.678463977677,1/24/2020,0,0
2,94.2360797539991,11/8/2021,0,0
2,96.9788182335073,4/21/2020,0,0
1,69.5595385333903,12/18/2020,0,0
2,146.342782552859,5/5/2019,0,0
2,78.5030735266196,1/29/2019,0,0
3,93.6764496962944,3/3/2019,1,0
0,121.683337754441,3/10/2022,0,0
0,76.5159587191384,1/12/2020,0,0
2,90.5797481883218,7/15/2018,0,0
1,111.99590295991,3/10/2020,0,0
1,101.449680240001,2/26/2023,1,0
3,95.6253461321447,3/23/2019,0,0
1,78.4046893659742,10/30/2019,0,0
3,102.894193380969,12/24/2019,1,0
0,66.310902689478,10/10/2021,0,0
0,125.298681221993,11/7/2020,0,0
1,85.6329869138532,9/4/2019,1,0
2,105.22818917269,6/26/2022,1,0
1,86.324784596055,1/8/2020,0,1
0,90.9350763734316,11/21/2020,0,0
3,107.219319917278,2/3/2022,0,0
1,84.5927881939692,4/6/2021,0,0
2,105.17919607038,1/17/2021,0,0
0,133.219703575871,2/18/2023,0,0
3,88.3691035875113,7/27/2021,0,0
1,75.7191240489878,12/17/2021,0,0
2,104.392716897518,3/20/2021,0,0
3,48.9889865145886,9/5/2021,1,0
0,105.886295624636,6/21/2020,0,0
0,112.629068269229,4/5/2022,0,0
1,89.2899590964599,4/15/2022,0,0
3,116.282115163811,1/4/2021,0,0
3,128.531735541816,3/24/2022,0,0
0,78.1549248881536,8/31/2019,1,1
2,75.5942683574496,3/19/2019,0,0
1,99.0618431314565,12/17/2022,0,0
0,89.1269585678974,7/19/2022,0,0
0,108.69751434647,6/19/2020,0,0
2,118.121581345054,8/5/2019,0,0
2,118.427860174946,9/27/2018,1,0
0,60.4667880192064,2/7/2020,0,0
3,104.27086684979,11/14/2022,1,0
0,126.562696616408,4/15/2020,0,0
3,118.62336858423,3/23/2022,0,0
1,83.3159793884259,2/15/2023,0,0
3,103.292248939394,10/2/2019,0,0
2,108.410628562399,10/8/2019,0,0
0,74.7977128632399,2/22/2023,1,0
1,119.04944745948,7/26/2019,1,0
1,96.3388213651221,10/23/2020,0,0
0,118.119998444587,2/14/2022,0,0
2,82.4339630108115,11/20/2021,0,0
0,136.059285094502,12/21/2019,0,0
2,107.673257173335,11/24/2018,0,0
1,122.516905873431,3/26/2018,1,0
3,136.799698699,7/5/2021,1,0
1,101.813662195901,7/7/2019,0,0
0,100.621233610398,12/25/2020,0,0
3,102.425961783528,3/24/2018,0,0
0,62.8678665920881,6/10/2018,0,0
3,78.600456523666,3/30/2018,0,0
2,90.7639998050209,11/10/2019,1,0
0,106.21404457675,3/31/2020,1,0
2,111.349408149667,1/4/2020,0,0
3,101.009981089369,11/10/2021,1,0
0,146.516663915343,5/29/2021,0,0
1,91.3573335158416,2/26/2019,0,0
2,87.6125012481289,8/8/2021,0,0
3,111.394730852215,8/17/2019,1,0
0,79.7599010538574,3/31/2018,0,0
0,80.3453842702389,12/9/2020,0,0
3,115.802148297709,2/14/2021,0,0
2,113.537180103753,10/4/2019,1,0
2,115.898860320125,7/25/2019,0,0
0,118.663322716481,9/27/2018,0,0
3,82.3633810211988,1/15/2020,0,0
3,82.4270745047247,12/26/2020,0,0
1,110.504117495009,1/13/2022,0,0
1,119.154141235432,7/30/2022,0,0
0,99.2783948589951,1/9/2023,0,0
3,134.333958094932,6/1/2022,0,0
0,98.2656040963661,4/24/2023,0,0
1,75.2118032591231,4/3/2022,0,0
3,110.61655131582,1/23/2023,1,0
2,104.010167523178,1/4/2023,1,0
1,116.182342998966,8/26/2018,0,0
2,99.4438338552949,6/5/2019,0,0
1,76.6486295336894,6/7/2021,0,0
0,89.7782559140999,10/8/2022,0,0
2,105.886651142984,2/3/2022,0,0
3,81.4433933064643,9/7/2020,0,0
0,118.990798014294,2/7/2018,0,0
3,94.0977500280571,5/5/2021,0,0
0,93.2201390280384,8/16/2018,0,0
2,125.089472333719,12/21/2018,0,0
3,83.3238702985752,10/19/2021,0,0
2,85.5589842515877,3/8/2021,0,0
