CardType,TransactionAmount,TransactionLocation,TransactionType
3,97.1515458155798,0,0
2,107.276235118078,0,0
1,103.485420646634,0,0
2,99.4734258812896,0,0
1,106.816272794803,0,0
1,66.3749260942996,0,0
3,95.6160244334704,0,0
2,111.852630975647,0,0
1,87.5465364352601,0,0
3,100.2598546267,1,0
3,86.0939831871514,0,0
0,107.902507470971,0,0
3,104.166944902541,0,0
2,122.645821512224,0,0
3,92.6829880979207,0,0
0,79.6843050200868,0,0
1,129.756856822529,0,0
1,153.839169587732,0,0
1,122.534668830147,1,0
0,86.2192427612214,0,0
1,82.3210901912274,0,0
0,100.224059647941,0,0
0,94.5407470462645,0,0
2,102.456930293001,0,0
2,85.54548999899,0,0
0,87.6682056995684,1,0
0,127.097322869862,0,0
0,106.156381418833,0,0
0,88.0563282403576,0,0
0,139.133859905172,0,0
0,110.555076982282,1,0
1,94.0532795789705,0,0
0,93.6836102463486,0,0
1,78.3588180647215,0,0
0,77.381553013151,1,0
2,89.0645430472529,1,0
2,97.9580794248284,0,0
3,109.981298943328,0,0
3,88.1559919782033,1,0
2,131.338466575693,0,0
2,129.532822954818,0,0
0,66.1453957148207,0,0
3,115.707873345396,0,0
1,113.272558337616,0,0
3,135.478028783466,1,0
0,108.405815578565,0,0
1,86.936484765558,1,0
0,101.797770989832,0,0
1,107.565502541109,0,0
0,125.225105756623,0,0
3,105.077991761388,1,0
1,79.6719392487339,0,0
3,110.802118121867,0,0
1,94.9311120475705,0,0
0,115.037917918313,0,0
2,78.4250781946185,0,0
3,75.1694891200573,1,0
1,73.3023078919235,0,0
1,135.260281319707,1,0
2,90.1533389219024,0,0
2,72.4383220285822,0,0
3,86.2761905621483,0,0
0,139.616294168506,0,0
3,122.105203438451,0,0
2,62.0478759912972,0,0
3,121.893136786817,0,0
2,103.717886947752,0,0
0,112.163109406962,0,0
3,108.432051089118,0,0
2,116.518995930104,0,0
3,114.543212370488,0,0
2,102.681107085734,0,0
0,85.1089929137365,0,0
2,92.9273376828102,0,0
3,93.531727696025,0,0
2,97.6466652110355,0,0
1,61.4822240850356,0,0
3,43.4301083451706,0,0
1,103.925471468982,0,0
3,87.7019245505304,0,0
1,109.073297126007,0,0
1,48.896066756334,0,0
2,86.9218165485885,1,0
1,129.570533678019,1,0
3,93.815728956369,0,0
3,101.767978426347,0,0
3,91.7805345037123,1,0
2,51.1560819191363,0,0
1,104.582850006341,1,0
0,114.153376501749,0,0
1,128.17164980064,1,0
3,75.6376081689836,1,0
2,69.8443496249164,1,0
2,74.1127792091835,0,0
0,127.246957590216,0,0
1,131.303356348473,0,0
0,109.678664755013,1,0
2,76.2894893308467,0,0
2,72.7197526419905,0,0
0,89.5440569744272,0,0
0,97.7631950197426,0,0
2,94.7208435209234,0,0
2,95.1422406423114,0,0
2,112.256337511758,0,0
1,95.9353242912277,0,0
1,100.20521484017,1,0
1,127.811676322056,0,0
3,83.6101058296373,0,0
1,129.634557446538,0,0
2,76.9621056127123,0,0
2,51.4638620850797,0,0
2,74.5204465627438,0,0
0,108.910499665701,0,0
1,87.5977051080956,0,0
1,70.670938565399,0,0
3,128.453994258976,0,0
1,104.600899869179,0,0
1,76.8123175962601,1,0
0,130.209643621544,0,0
2,64.0587003106756,0,0
2,102.873976371683,0,0
2,93.8931888250491,1,0
3,59.810785034336,1,0
1,75.8276184108746,0,0
1,88.084774935692,0,0
2,133.058577015608,1,0
2,138.365683744818,1,0
2,94.08326467275,1,0
3,133.974060875358,0,0
1,52.5673565140736,0,0
0,95.9027517016704,0,0
1,92.506482965102,0,0
3,123.252248694995,1,0
1,92.869590830827,0,0
3,106.846003515737,1,0
1,84.7052473353695,0,0
1,117.031714360397,0,0
1,121.537309301566,0,0
0,92.8568450822861,0,0
3,104.992466440577,1,0
1,104.085580360245,0,0
1,95.6625017821799,0,0
1,94.7281548187125,0,0
1,112.551189661011,1,0
2,81.2948621004876,0,0
2,104.244145110999,0,0
0,84.3758323017874,0,0
1,55.1936953830207,1,0
2,120.505416926244,0,0
1,78.542722429406,0,0
2,122.438915710242,0,0
0,115.305835656302,0,0
2,72.2194797411773,0,0
3,57.9728361080386,0,0
2,90.0402773327348,0,0
3,99.0912127034003,0,0
2,130.718899272194,0,0
0,105.480446312772,0,0
3,107.142305763771,0,0
1,93.2812263481702,1,0
0,109.118202595367,1,0
0,110.942921716911,1,0
3,122.483542003836,0,0
2,115.353953430548,0,0
2,115.805705562162,0,0
3,93.843600869211,0,0
1,71.0619534480985,0,0
2,109.231642820448,1,0
1,119.097503946537,0,0
2,107.9680318432,0,0
0,97.9031766744637,0,0
0,75.7204004977434,1,0
2,107.540025167896,0,0
1,86.3306495859975,0,0
1,80.4361583767209,0,0
0,95.7816257534029,0,0
3,107.385318332601,0,0
3,64.8141692849344,0,0
1,78.3887944628755,0,0
2,90.9638638547808,0,0
3,71.4083330302147,0,0
2,96.1954203880195,0,0
0,82.5228933876575,0,0
0,114.223199078625,0,0
3,84.3377184123814,0,0
1,114.839178219873,0,0
2,102.386496182659,1,0
3,92.7522821351007,0,0
1,116.239658868533,0,0
0,96.022246082041,0,0
3,106.079073913428,0,0
0,116.708531582956,0,0
2,100.311364810592,0,0
1,115.65258631724,1,0
0,100.844123463694,0,0
1,71.8815691274287,0,0
3,152.344354077271,0,0
3,80.7107500579101,0,0
2,96.800022260033,0,0
1,93.2242066131004,0,0
0,114.364830583761,0,0
3,120.814502911633,0,0
3,85.1442876959285,0,0
3,96.1026818425575,0,0
0,95.2458056812794,0,0
0,100.697557504982,0,0
1,101.053231109099,0,0
0,100.685465207838,0,0
1,88.8849864605084,0,0
2,117.039020038872,0,0
0,94.8702714576578,0,0
2,92.1056173691741,0,0
0,98.2232746314441,0,0
0,89.0192555138139,0,0
1,102.513338715721,1,0
0,110.028160748846,0,0
0,112.555899466106,0,0
0,73.3090261090614,1,0
0,128.58785089306,1,0
0,67.3032317347519,0,0
2,106.601043122567,0,0
1,86.7281863650658,0,0
3,109.70293010464,0,0
0,78.3438095384217,0,0
3,109.949700886416,0,0
1,93.8758260946434,0,0
0,107.433988023939,0,0
1,88.3836227300741,0,0
1,133.065274438727,0,0
1,67.2272779004339,1,0
1,103.876258719262,1,0
1,113.269975482865,0,0
3,93.3264151386671,0,0
1,59.8333180864374,0,0
2,100.40247152289,0,0
1,95.742397942967,1,0
0,75.4283268640173,0,0
2,132.114949470919,0,0
0,104.866721827724,0,0
2,95.2633799088095,0,0
0,82.9712422095322,0,0
3,95.9182012653333,0,0
1,103.538578045481,0,0
1,117.815151538309,0,0
3,94.9691194271898,0,0
3,83.6534171098479,0,0
2,102.600177112136,0,0
1,81.8464145026991,0,0
1,97.2913838224782,0,0
0,118.890007199999,0,0
1,83.8128429734315,0,0
2,109.198199951632,0,0
2,108.924137740762,1,0
3,108.34987560081,0,0
3,92.304763128547,1,0
0,122.43518856356,0,0
2,130.810062400119,1,0
3,130.979121624453,0,0
0,93.0228235514477,0,0
2,130.050078089261,0,0
3,89.4554335303724,0,0
1,84.0353388836529,0,0
2,105.329043096655,0,0
1,124.949577989637,1,0
3,108.467259552767,0,0
2,105.683436950829,1,0
2,131.795198633267,1,0
1,100.166844469647,0,0
2,68.0373256573183,0,0
2,101.051945331898,1,1
2,99.8697993252952,0,0
1,91.3651958440646,0,0
3,136.984606828833,0,0
3,97.2179390785348,0,0
0,83.3712351563352,1,0
0,102.939710837842,1,0
3,116.294305767656,0,0
1,115.329184946532,0,0
2,73.0077978117824,0,0
0,130.126608002246,0,0
3,99.7906093623391,0,0
3,128.729138861114,0,0
1,99.8637215882881,0,0
2,119.243762430257,0,0
0,101.745709835554,0,0
1,98.3676569579369,0,0
3,123.3864609399,0,0
2,77.525836708087,0,0
2,90.4808524933065,0,0
2,83.6110641081459,0,0
1,67.7217387820227,0,0
1,114.117117405766,0,0
3,121.076094979797,1,0
2,86.2134940573818,1,0
2,48.7499979971665,0,0
2,85.1049126768887,0,0
3,91.8754510025394,0,0
3,80.5172958790416,1,0
3,75.2232386688521,1,0
2,68.1521670353792,1,0
0,96.009492923911,1,0
0,103.014064405896,0,0
1,108.559059842131,0,0
0,106.84718979545,0,0
1,88.7255372921255,1,0
1,97.7077992272696,0,0
2,116.267856419358,0,0
1,75.6064428031121,0,0
0,66.2409247767001,1,0
1,113.872779952866,0,0
1,94.2767633137794,0,0
2,57.7000541054348,0,0
1,56.8738532151731,1,0
2,94.0489119705535,0,0
0,103.63138018282,0,0
1,64.5535236946478,0,0
1,112.808384814558,1,0
3,100.833289692513,0,0
2,120.672502610703,0,0
3,78.5758240047551,0,0
2,94.9123048801111,0,0
3,111.564297580014,0,0
1,118.309692450655,0,0
0,102.581647518499,0,0
2,73.6696707609661,0,0
2,109.901557450105,0,0
0,102.597780280278,1,0
0,115.747074639447,0,0
2,117.668981207806,1,0
2,120.911329421396,0,0
3,108.374003869559,1,0
3,99.8079419239051,0,0
3,95.5463433241101,0,0
2,134.871483516625,0,0
1,84.1775117820582,0,0
0,161.588269230232,1,0
1,90.2296685639325,0,0
1,87.6444878672026,0,0
2,65.8296359825453,0,0
3,82.2055393134715,1,0
3,117.868581256835,1,0
0,79.8308952581021,1,0
2,75.1022081501878,0,0
1,85.1718556874901,0,0
1,104.358446188459,1,0
3,75.8652826517561,1,0
3,113.780841596818,0,0
1,71.4170330234568,0,0
3,125.463471754583,0,0
3,119.921681112184,1,0
2,94.1887035360046,0,0
3,91.8045654401764,0,0
1,61.0569310212157,0,0
0,129.311339884501,0,0
0,118.036965179652,1,0
2,129.631788570964,1,0
2,77.1874713132442,0,0
1,91.1267052058659,0,0
2,71.5346186679762,1,0
2,74.2660049238292,0,0
0,94.9377476381323,0,0
2,121.941450910676,0,0
3,95.678463977677,0,0
2,94.2360797539991,0,0
2,96.9788182335073,0,0
1,69.5595385333903,0,0
2,146.342782552859,0,0
2,78.5030735266196,0,0
3,93.6764496962944,1,0
0,121.683337754441,0,0
0,76.5159587191384,0,0
2,90.5797481883218,0,0
1,111.99590295991,0,0
1,101.449680240001,1,0
3,95.6253461321447,0,0
1,78.4046893659742,0,0
3,102.894193380969,1,0
0,66.310902689478,0,0
0,125.298681221993,0,0
1,85.6329869138532,1,0
2,105.22818917269,1,0
1,86.324784596055,0,1
0,90.9350763734316,0,0
3,107.219319917278,0,0
1,84.5927881939692,0,0
2,105.17919607038,0,0
0,133.219703575871,0,0
3,88.3691035875113,0,0
1,75.7191240489878,0,0
2,104.392716897518,0,0
3,48.9889865145886,1,0
0,105.886295624636,0,0
0,112.629068269229,0,0
1,89.2899590964599,0,0
3,116.282115163811,0,0
3,128.531735541816,0,0
0,78.1549248881536,1,1
2,75.5942683574496,0,0
1,99.0618431314565,0,0
0,89.1269585678974,0,0
0,108.69751434647,0,0
2,118.121581345054,0,0
2,118.427860174946,1,0
0,60.4667880192064,0,0
3,104.27086684979,1,0
0,126.562696616408,0,0
3,118.62336858423,0,0
1,83.3159793884259,0,0
3,103.292248939394,0,0
2,108.410628562399,0,0
0,74.7977128632399,1,0
1,119.04944745948,1,0
1,96.3388213651221,0,0
0,118.119998444587,0,0
2,82.4339630108115,0,0
0,136.059285094502,0,0
2,107.673257173335,0,0
1,122.516905873431,1,0
3,136.799698699,1,0
1,101.813662195901,0,0
0,100.621233610398,0,0
3,102.425961783528,0,0
0,62.8678665920881,0,0
3,78.600456523666,0,0
2,90.7639998050209,1,0
0,106.21404457675,1,0
2,111.349408149667,0,0
3,101.009981089369,1,0
0,146.516663915343,0,0
1,91.3573335158416,0,0
2,87.6125012481289,0,0
3,111.394730852215,1,0
0,79.7599010538574,0,0
0,80.3453842702389,0,0
3,115.802148297709,0,0
2,113.537180103753,1,0
2,115.898860320125,0,0
0,118.663322716481,0,0
3,82.3633810211988,0,0
3,82.4270745047247,0,0
1,110.504117495009,0,0
1,119.154141235432,0,0
0,99.2783948589951,0,0
3,134.333958094932,0,0
0,98.2656040963661,0,0
1,75.2118032591231,0,0
3,110.61655131582,1,0
2,104.010167523178,1,0
1,116.182342998966,0,0
2,99.4438338552949,0,0
1,76.6486295336894,0,0
0,89.7782559140999,0,0
2,105.886651142984,0,0
3,81.4433933064643,0,0
0,118.990798014294,0,0
3,94.0977500280571,0,0
0,93.2201390280384,0,0
2,125.089472333719,0,0
3,83.3238702985752,0,0
2,85.5589842515877,0,0
1,79.0017942241,0,0
2,74.4320323078876,1,0
2,77.5229360079426,0,0
2,100.495777583217,1,0
0,104.52293680488,1,0
3,109.126258577606,0,0
2,120.546119243082,0,0
2,63.7612274101848,1,0
0,107.863309099207,0,0
1,89.8932151615109,0,0
2,93.9864570067433,0,0
3,122.267878850211,0,0
3,119.178820697908,0,0
1,87.0896066200134,0,0
3,111.426930302512,0,0
1,109.836841216189,0,0
1,69.4833036906792,0,0
3,76.513434691849,0,0
1,84.4338983914457,0,0
2,123.005862152716,0,0
3,104.135120464379,0,0
2,93.8763888703084,0,0
3,81.67901651184,0,0
0,69.8281290420448,0,0
2,93.2338600594841,0,0
1,86.2553442760438,0,0
2,96.2662556943129,0,0
0,61.1214398227892,1,0
1,95.4782657024923,1,0
0,139.292257965588,0,0
0,92.555205051339,0,0
3,122.782901996923,1,0
2,113.772475042922,0,0
1,75.192970093988,1,0
0,90.5333593586312,0,0
3,127.701389020619,0,0
3,101.102292444233,1,0
3,116.131332058481,0,0
1,84.1775010586585,0,0
1,109.355755437365,0,0
1,111.244269763769,0,0
1,88.0299777819162,0,0
2,86.8529681280682,0,0
0,99.2982180255293,0,0
0,120.918629082662,0,0
2,118.244024994533,1,0
2,91.5792264451346,1,0
3,102.251100400634,1,0
1,86.8637624566038,0,0
2,108.283997458552,0,0
3,100.852556951532,0,0
1,102.724243770287,0,0
2,102.146851038434,0,0
2,120.65794218969,0,0
0,97.9168059555188,0,0
3,114.929765281968,1,0
1,94.3049876622392,1,0
3,123.373793446944,0,0
0,96.1949430877375,0,0
2,76.1791743002396,1,0
0,76.1423974688315,0,0
3,106.578970647358,0,0
0,91.2367384821854,0,0
0,111.632536588331,0,0
3,76.7828111334075,0,0
3,102.44565031751,0,0
2,107.067158377226,0,0
1,79.8354304228547,1,0
1,77.6033383887555,0,0
2,99.8331727588554,0,0
1,100.229549064118,0,0
2,79.2463372195578,0,0
1,145.468180795859,0,0
3,130.407155003174,0,0
1,122.519872670479,1,0
3,95.688433497259,0,0
3,104.180278647052,0,0
1,98.6436202259333,0,0
1,64.7177381766101,1,0
2,89.5309695570792,0,0
0,106.545620183133,1,0
3,92.3809288506621,1,0
2,92.0863289362669,0,0
0,115.287999026315,0,0
1,106.781988702842,1,0
0,140.174774304008,0,0
2,73.0800134333878,1,0
1,86.117686984906,1,0
3,90.3563799878597,0,0
2,121.37508108686,0,0
0,98.0037408516826,0,0
1,96.0005640182528,0,0
3,88.3904541223725,0,0
3,67.1479975778604,1,0
3,100.648308991564,0,0
3,87.3506452887606,0,0
2,118.907633311387,0,0
3,85.5158594989503,0,0
2,76.8906946273959,0,0
0,104.908062174166,0,0
3,104.370397393667,0,0
3,64.2002475485858,0,0
3,107.964409172801,0,0
3,103.391063896799,0,0
0,115.076639154092,0,0
2,83.2946293550132,0,0
2,132.479853604193,1,0
3,79.1851393405676,0,0
3,115.111564157259,0,0
2,94.9305472011075,0,0
3,150.935446950169,0,0
2,102.495942610192,1,0
0,124.774407055102,0,0
1,142.53249770639,0,0
3,105.96911836719,0,0
2,103.025429317811,0,0
3,119.368949543367,0,0
2,119.514346415022,0,0
1,106.623027511085,0,0
3,96.5886002344799,0,0
1,125.833946809338,1,0
3,122.142379443557,0,0
2,124.823526514057,0,0
0,91.1181186743642,0,0
2,77.5802685677786,0,0
3,101.288127558831,0,0
3,65.2399136339747,1,0
3,147.162071039052,1,0
2,92.898584783921,0,0
2,102.725826894341,0,0
0,111.415389344276,0,0
0,81.9863475075305,0,0
0,116.857190430551,0,0
2,124.647066153884,0,0
1,93.6610885417253,0,0
1,108.599315298784,0,0
0,102.44343847555,1,0
2,58.4266182428256,0,0
3,86.3032958984493,0,0
0,69.8219594235456,0,0
3,108.601928264408,0,0
1,101.519807485092,0,0
2,113.265028912627,0,0
2,109.216284475988,1,0
2,99.4776726483327,1,0
2,86.7932305388152,1,0
1,69.0931566799437,0,0
0,74.2575067688224,1,0
1,141.889269643102,0,0
0,87.0006918086406,0,0
2,81.1612963000276,0,0
0,106.425027109624,0,0
0,100.533107259678,0,0
0,97.5638704914663,0,0
0,101.121062810656,0,0
0,99.5201460577732,0,0
3,81.7660477154071,0,0
1,92.0416475800689,1,0
1,122.492115651076,0,0
1,93.4642467496527,0,0
2,121.105455646031,0,0
2,127.084033403921,1,0
0,96.8186786046043,1,0
3,73.5663730766223,1,0
1,91.2166780139721,0,0
3,133.60006252458,0,0
1,85.4420299415094,0,0
3,67.7346114587839,0,0
0,98.1454413849809,0,0
1,113.831130517611,0,0
1,76.0547527895312,0,0
0,95.0483762033623,0,0
2,109.32306032261,0,0
2,56.9864316179535,0,0
0,114.920991073476,0,0
1,92.882815493242,0,0
0,115.844648022196,0,0
3,91.6802612611258,0,0
1,64.7318222137457,0,0
2,100.905803273747,0,0
0,104.801916506031,0,0
0,73.2997038204358,0,0
3,106.510550510548,0,0
2,101.217690426289,1,0
2,96.2934857173846,0,0
3,117.025551092505,0,0
0,94.4613593992296,0,0
0,112.112336928695,0,0
3,87.0023848705444,0,0
2,83.1290921141162,0,0
2,104.42437110046,1,0
2,117.449135703287,0,0
0,102.162310146686,0,0
0,131.8175195573,1,0
1,97.0168045683585,0,0
0,86.6616294418499,0,0
2,128.679744260529,1,0
0,65.7589517953547,1,0
1,110.18536940209,0,0
1,65.5142117697214,0,0
1,75.9105770170247,0,0
1,77.5305240712954,0,0
2,129.721016774828,1,0
3,88.0387840322689,0,0
2,111.978105384858,0,0
3,91.9762683850365,0,0
0,98.2699393944931,0,0
3,84.4993082344854,0,0
2,108.307229261989,0,0
3,103.98862423417,0,0
2,112.154113609473,0,0
0,107.140698193849,0,0
1,77.8257715267673,0,0
2,98.3655635989256,1,0
0,106.469703349854,1,0
3,61.0852271129078,0,0
0,106.532070655278,0,0
2,102.406094440286,0,0
1,87.0422339260408,0,0
2,99.4099720652577,0,0
2,70.8239508596463,0,0
1,114.262801122379,0,0
0,117.734753963234,1,0
0,96.9302065765907,0,0
0,83.9639901098405,0,0
1,125.905593408515,0,0
0,117.593537889966,0,0
1,74.7245042189191,0,0
2,100.349752454268,1,0
2,98.6851218924984,1,0
0,87.9734398989906,0,0
2,86.1145906891729,0,0
0,107.634371397125,0,0
3,100.294384987492,0,0
2,105.408358493478,0,0
1,126.359147532198,0,0
2,82.4767598301807,0,0
1,90.6264638035711,0,0
2,109.697678592879,1,1
0,134.323896448139,0,0
1,69.2523929581448,1,0
1,63.1139861332969,0,0
3,100.297919058719,0,0
2,43.054654917711,0,0
1,111.035070667514,1,0
2,99.2947438788976,0,0
1,112.681142853924,0,0
2,108.861978635815,0,0
2,106.201928662576,0,0
0,80.4406013467807,0,0
3,123.672997571544,0,0
2,84.8823069120648,0,0
3,79.5803736534664,0,0
1,99.7353590064767,1,0
1,128.471257044895,0,0
2,77.0689177395777,0,0
0,99.6244151797045,0,0
2,55.6478976311662,0,0
1,106.575960167915,0,0
1,69.2065180716132,0,0
0,96.5912463614722,0,0
2,76.9587107554267,1,0
0,117.27786349855,0,0
0,105.630575042978,0,0
2,116.470654433415,1,0
3,109.757306293294,0,0
2,119.299250604384,0,0
2,121.631625192655,0,0
3,144.527718638695,0,0
1,94.1970404192897,1,0
2,123.434043400583,1,0
2,80.4501373571634,0,0
1,105.830970292885,0,0
1,82.5468556393653,0,0
0,70.8618147727969,0,0
0,144.79833801365,0,0
2,99.7201056037637,0,0
2,94.141001995571,0,0
1,119.468034139659,0,0
3,110.916383179685,0,0
0,116.018832886268,0,0
1,67.9731618441595,0,0
1,114.175820741844,0,0
2,143.094005966188,0,0
3,56.8642570993377,0,0
2,107.918249386583,0,0
2,113.500737794395,0,0
1,107.849444675749,0,0
0,104.435256629458,0,0
2,120.058373168668,0,0
2,110.84721651181,1,0
3,96.1827084286826,0,0
2,90.569821159645,0,0
0,90.6632396885783,1,0
0,102.896859827614,0,0
1,117.915961519005,0,0
1,77.2059720262742,0,0
2,107.569804731449,0,0
0,120.602342942002,0,0
2,94.6585784823074,0,0
3,80.3909281115235,1,0
2,83.0203760854037,1,0
2,118.253937153315,0,0
2,111.875604480763,0,0
2,133.954919017623,0,0
2,121.780020087451,0,0
0,125.176878319498,0,0
2,72.5116095350071,1,0
1,112.778335319448,0,0
2,106.427135302645,0,0
0,115.774328890631,0,0
3,89.8166499899799,0,0
3,78.8990251026622,0,0
0,128.191614761201,1,0
1,142.927099840624,0,0
0,125.684771092119,0,0
0,94.2523917205736,1,0
2,115.319810806628,0,0
0,121.182555970202,0,0
1,97.8193339882716,0,0
2,105.27415481809,0,0
2,87.30509375534,0,0
2,85.7096861085185,0,0
3,88.102597690872,0,0
1,131.912277452789,0,0
2,62.757484426883,1,0
1,121.1363899019,0,0
1,113.406443801994,0,0
0,100.17711605765,0,0
1,64.6625274404579,0,0
3,73.6570212450403,1,0
3,97.3051200945127,0,0
2,96.3182473187211,0,0
3,105.049720060944,1,0
2,98.7487067816177,0,0
3,100.305135145,0,0
3,74.3219511778347,1,0
3,89.0652386293742,1,0
2,105.194603811474,0,0
2,108.871860177737,0,0
0,75.1016448584546,0,0
2,116.735367463276,0,0
1,99.7609594502311,0,0
0,94.0120493769583,1,0
3,56.4725743718645,0,0
0,67.8298101660284,1,0
3,103.657466672665,0,0
0,109.377909952798,0,0
3,67.7278941404113,0,0
3,91.5485675006568,1,0
0,86.9112692496384,1,0
3,92.9834875775558,0,0
0,95.9008147467125,0,0
0,96.9166584048107,1,0
1,104.562722679329,0,0
3,119.659513409858,1,0
